engine_id,cycle,op_setting_1,op_setting_2,op_setting_3,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_16,sensor_17,sensor_18,sensor_19,sensor_20,sensor_21,sensor_2_avg5,sensor_2_avg10,sensor_2_avg20,sensor_2_avg30,sensor_2_diff,sensor_4_avg5,sensor_4_avg10,sensor_4_avg20,sensor_4_avg30,sensor_4_diff,sensor_11_avg5,sensor_11_avg10,sensor_11_avg20,sensor_11_avg30,sensor_11_diff,sensor_15_avg5,sensor_15_avg10,sensor_15_avg20,sensor_15_avg30,sensor_15_diff,sensor_17_avg5,sensor_17_avg10,sensor_17_avg20,sensor_17_avg30,sensor_17_diff,Health_Status,Predicted_RUL,Health_Score,Recommendation
46,146,-0.0005,-0.0003,100.0,518.67,642.79,1594.28,1413.17,14.62,21.61,552.73,2388.12,9080.61,1.3,47.74,520.97,2388.11,8153.86,8.4628,0.03,393,2388,100.0,38.61,23.1876,643.21,643.001,642.982,642.9243333333333,-0.7900000000000773,1412.22,1411.3529999999998,1411.1545,1411.1916666666666,-0.06999999999993634,47.684000000000005,47.704,47.683499999999995,47.656666666666666,0.020000000000003126,8.466460000000001,8.46408,8.46522,8.458596666666667,-0.017599999999999838,394.0,394.1,393.85,393.6,-2.0,Warning,48.47624677002584,16,Schedule Maintenance Soon
47,73,0.0019,-0.0003,100.0,518.67,642.73,1587.09,1402.79,14.62,21.61,553.05,2388.16,9038.32,1.3,47.44,521.29,2388.14,8125.57,8.4586,0.03,392,2388,100.0,38.79,23.2595,642.642,642.6899999999999,642.672,642.6863333333333,-0.25,1410.5539999999999,1409.35,1410.0995,1410.193,-10.340000000000146,47.518,47.617,47.5985,47.57533333333333,0.03999999999999915,8.444579999999998,8.44757,8.44482,8.443136666666666,0.02059999999999995,392.8,392.8,393.05,393.1333333333333,0.0,Healthy,109.8852407896542,36,Operating Normally
48,78,0.0022,-0.0003,100.0,518.67,642.77,1591.34,1402.73,14.62,21.61,553.83,2388.1,9054.14,1.3,47.7,522.03,2388.15,8137.24,8.4515,0.03,393,2388,100.0,38.8,23.3238,642.5319999999999,642.515,642.6015,642.5096666666667,0.2300000000000182,1405.6399999999999,1406.927,1406.676,1406.9653333333333,1.6100000000001273,47.55,47.510000000000005,47.477999999999994,47.44866666666667,0.29000000000000625,8.431000000000001,8.43434,8.42957,8.42579,0.02039999999999864,392.8,392.8,392.55,392.6333333333333,1.0,Healthy,110.8560360721124,37,Operating Normally
49,303,-0.0055,0.0001,100.0,518.67,643.21,1607.55,1425.3,14.62,21.61,552.0,2388.21,9052.48,1.3,48.01,520.27,2388.22,8132.46,8.5168,0.03,396,2388,100.0,38.56,23.1167,643.3620000000001,643.264,643.1875000000001,643.124,0.2699999999999818,1422.364,1421.33,1418.759,1418.0636666666667,9.029999999999973,47.92,47.933,47.879000000000005,47.823,0.0799999999999983,8.49558,8.49943,8.48922,8.481463333333332,0.025100000000000122,395.6,395.3,394.65,394.3666666666667,1.0,Critical,22.828888888888887,8,Immediate Maintenance Required
50,74,0.0,0.0004,100.0,518.67,642.66,1582.59,1397.65,14.62,21.61,553.18,2388.05,9066.84,1.3,47.5,521.91,2388.06,8142.07,8.4719,0.03,393,2388,100.0,38.98,23.291,642.482,642.535,642.5490000000001,642.4886666666666,0.13999999999998636,1403.278,1402.895,1403.138,1402.7833333333333,-5.839999999999918,47.501999999999995,47.42,47.376,47.36766666666667,0.020000000000003126,8.44556,8.43131,8.42472,8.421543333333334,0.03689999999999927,392.6,392.6,392.2,392.4,0.0,Healthy,118.37179365079365,39,Operating Normally
51,144,0.0003,0.0004,100.0,518.67,642.56,1585.08,1406.6,14.62,21.61,553.58,2388.1,9053.37,1.3,47.5,521.25,2388.12,8127.61,8.4577,0.03,394,2388,100.0,38.77,23.3108,642.646,642.598,642.5605,642.581,-0.5900000000000318,1403.716,1405.4879999999998,1406.0935000000002,1407.1816666666668,2.6699999999998454,47.494,47.537,47.5175,47.498000000000005,0.03999999999999915,8.4583,8.447590000000002,8.444849999999999,8.43827,-0.005499999999999616,392.6,392.5,392.5,392.46666666666664,2.0,Warning,81.89477279995839,27,Schedule Maintenance Soon
52,189,0.0028,-0.0002,100.0,518.67,643.15,1600.96,1412.05,14.62,21.61,553.19,2388.11,9122.6,1.3,47.55,521.27,2388.07,8192.02,8.4645,0.03,395,2388,100.0,38.66,23.211,642.706,642.6299999999999,642.6740000000001,642.5706666666666,0.5699999999999363,1410.122,1410.278,1408.813,1407.65,3.990000000000009,47.604,47.575,47.556,47.49066666666667,-0.1600000000000037,8.44614,8.45721,8.45032,8.44134,0.023299999999998988,394.0,394.1,393.7,393.53333333333336,0.0,Warning,38.028777777777776,13,Schedule Maintenance Soon
53,164,-0.0021,-0.0004,100.0,518.67,642.87,1602.76,1418.18,14.62,21.61,553.09,2388.08,9102.33,1.3,47.75,520.98,2388.05,8180.97,8.4702,0.03,394,2388,100.0,38.64,23.1671,642.8399999999999,642.8969999999999,642.8105,642.732,0.009999999999990905,1411.304,1413.047,1412.8775,1411.6476666666667,7.269999999999982,47.708,47.676,47.6285,47.605,0.20000000000000284,8.46054,8.46031,8.460830000000001,8.452696666666666,-0.000700000000000145,393.8,394.2,394.0,393.7,-1.0,Warning,40.568159131995984,13,Schedule Maintenance Soon
54,121,-0.0019,0.0,100.0,518.67,642.43,1580.89,1399.84,14.62,21.61,555.07,2388.05,9064.43,1.3,47.34,522.28,2387.97,8143.64,8.3926,0.03,392,2388,100.0,38.95,23.4385,642.424,642.2760000000001,642.1804999999999,642.1576666666666,0.4899999999998954,1402.3719999999998,1400.917,1401.276,1400.821,-4.269999999999982,47.275999999999996,47.261,47.252500000000005,47.23299999999999,0.04000000000000625,8.419279999999999,8.41317,8.40967,8.403793333333333,-0.018700000000000827,392.2,391.9,391.85,391.76666666666665,2.0,Healthy,131.18402411542704,44,Operating Normally
55,113,-0.0059,0.0002,100.0,518.67,642.2,1585.68,1399.63,14.62,21.61,553.37,2388.09,9056.16,1.3,47.5,521.92,2388.04,8135.62,8.4276,0.03,393,2388,100.0,38.93,23.3438,642.448,642.3599999999999,642.2665,642.311,-0.42999999999995,1404.776,1403.609,1404.547,1404.5416666666667,-2.6699999999998454,47.398,47.357,47.361000000000004,47.370999999999995,0.0,8.42574,8.42661,8.420525000000001,8.420833333333333,0.018000000000000682,392.8,392.5,392.55,392.56666666666666,0.0,Healthy,118.6833422888405,39,Operating Normally
56,136,-0.0028,-0.0005,100.0,518.67,643.32,1598.6,1416.85,14.62,21.61,551.45,2388.23,9035.55,1.3,48.02,520.0,2388.23,8116.7,8.5235,0.03,395,2388,100.0,38.51,23.1772,643.442,643.437,643.2695000000001,643.2156666666667,0.18000000000006366,1423.406,1421.875,1421.301,1419.7466666666667,-3.230000000000018,47.962,47.971,47.928,47.88633333333334,0.04000000000000625,8.50596,8.500409999999999,8.486934999999999,8.485483333333333,0.03240000000000087,395.0,395.1,394.85,394.6,0.0,Critical,14.046051587301587,5,Immediate Maintenance Required
57,160,0.0035,-0.0001,100.0,518.67,642.17,1590.38,1411.95,14.62,21.61,552.43,2388.11,9043.8,1.3,47.59,521.61,2388.19,8131.76,8.4603,0.03,394,2388,100.0,38.77,23.291,642.6479999999999,642.683,642.6400000000001,642.667,-0.5200000000000955,1412.772,1411.1709999999998,1411.244,1409.6213333333333,-4.4099999999998545,47.542,47.566,47.57,47.574,-0.06999999999999318,8.452580000000001,8.44548,8.43903,8.43544,-0.036099999999999355,394.2,393.9,393.7,393.46666666666664,-1.0,Warning,77.89248806161632,26,Schedule Maintenance Soon
58,176,0.0,0.0005,100.0,518.67,643.01,1596.72,1418.42,14.62,21.61,553.07,2388.24,9058.12,1.3,47.78,521.2,2388.2,8128.82,8.497,0.03,392,2388,100.0,38.46,23.1747,642.9979999999999,642.924,642.787,642.827,-0.4600000000000364,1417.984,1416.018,1414.753,1413.5663333333334,-0.7899999999999636,47.762,47.748000000000005,47.69,47.659666666666666,0.07000000000000028,8.47186,8.46995,8.46063,8.459036666666666,0.015700000000000713,393.6,393.5,393.3,393.3666666666667,-2.0,Warning,45.76061828080668,15,Schedule Maintenance Soon
59,94,-0.0007,-0.0004,100.0,518.67,642.18,1584.24,1401.21,14.62,21.61,553.72,2388.0,9055.0,1.3,47.08,521.78,2388.05,8140.39,8.4267,0.03,390,2388,100.0,38.92,23.4337,642.198,642.2079999999999,642.116,642.1166666666667,-0.2400000000000091,1400.4940000000001,1400.435,1400.0955,1399.9896666666668,-1.7899999999999636,47.238,47.291000000000004,47.278499999999994,47.25233333333333,-0.3100000000000023,8.42686,8.41985,8.40986,8.40943,0.016199999999999548,391.6,392.2,391.9,391.8666666666667,-2.0,Healthy,110.25540905914,37,Operating Normally
60,147,-0.0003,-0.0003,100.0,518.67,642.86,1592.46,1402.77,14.62,21.61,553.31,2388.12,9054.22,1.3,47.53,521.66,2388.07,8136.13,8.4484,0.03,394,2388,100.0,38.87,23.2971,642.646,642.722,642.7149999999999,642.7353333333334,0.3100000000000591,1409.598,1409.8490000000002,1409.4105,1409.145,-7.509999999999991,47.53000000000001,47.50000000000001,47.523,47.52133333333334,-0.030000000000001137,8.4225,8.4259,8.439385,8.43632,0.03089999999999904,393.6,393.3,393.25,393.1333333333333,0.0,Healthy,98.25532446752399,33,Operating Normally
61,159,0.0032,0.0002,100.0,518.67,643.29,1603.16,1414.17,14.62,21.61,552.74,2388.16,9065.79,1.3,47.81,520.97,2388.17,8147.51,8.4725,0.03,395,2388,100.0,38.64,23.1314,642.954,642.992,642.8735,642.8349999999999,0.6399999999999864,1418.726,1416.605,1414.514,1412.7809999999997,-0.31999999999993634,47.754,47.743,47.7315,47.675333333333334,-0.05999999999999517,8.48056,8.47233,8.463780000000002,8.456113333333333,-0.016500000000000625,394.4,394.3,394.0,393.6666666666667,1.0,Critical,33.485089947089946,11,Immediate Maintenance Required
62,232,-0.0029,-0.0005,100.0,518.67,642.83,1594.78,1407.86,14.62,21.61,553.81,2388.03,9096.2,1.3,47.52,521.2,2388.06,8162.08,8.4622,0.03,394,2388,100.0,38.75,23.2719,642.676,642.71,642.6229999999999,642.5756666666667,0.2900000000000773,1411.508,1411.172,1409.5005,1408.244,-2.400000000000091,47.534000000000006,47.523,47.5285,47.50933333333333,-0.1599999999999966,8.45048,8.44428,8.4398,8.438133333333333,-0.002000000000000668,394.0,393.6,393.35,392.96666666666664,1.0,Warning,74.53551717008772,25,Schedule Maintenance Soon
63,155,-0.0019,-0.0003,100.0,518.67,643.26,1592.19,1412.74,14.62,21.61,552.8,2388.19,9052.57,1.3,47.79,521.17,2388.17,8131.3,8.4704,0.03,393,2388,100.0,38.8,23.2344,642.8100000000001,642.6479999999999,642.7445,642.6669999999999,0.6699999999999591,1410.4360000000001,1410.9010000000003,1412.432,1410.7993333333334,2.7799999999999727,47.682,47.642,47.6515,47.65866666666667,0.1700000000000017,8.47206,8.45813,8.453685,8.450223333333334,0.031599999999999184,393.6,393.3,393.4,393.43333333333334,-1.0,Warning,78.60402116402116,26,Schedule Maintenance Soon
64,168,0.0012,0.0004,100.0,518.67,643.01,1597.94,1417.14,14.62,21.61,552.05,2388.22,9056.25,1.3,47.73,520.97,2388.13,8133.0,8.4665,0.03,394,2388,100.0,38.61,23.167,643.2059999999999,643.131,643.045,642.9053333333335,-0.34000000000003183,1418.1960000000001,1416.581,1414.992,1414.362,2.130000000000109,47.763999999999996,47.757,47.7065,47.68033333333334,-0.020000000000003126,8.4758,8.47495,8.466715,8.461783333333333,0.005499999999999616,394.0,394.1,393.85,393.9,-1.0,Warning,38.20792135380722,13,Schedule Maintenance Soon
65,71,0.0012,0.0,100.0,518.67,641.75,1588.1,1398.17,14.62,21.6,554.39,2388.03,9063.17,1.3,47.1,522.65,2388.03,8153.06,8.424,0.03,392,2388,100.0,39.19,23.327,641.888,641.9910000000001,642.107,642.097,-0.12000000000000455,1400.672,1398.917,1398.0885,1397.9586666666667,-6.829999999999927,47.182,47.206,47.204499999999996,47.203,-0.14999999999999858,8.41732,8.40949,8.407495,8.40491,-0.02149999999999963,391.4,391.6,391.9,391.8,1.0,Healthy,172.2716796805205,57,Operating Normally
66,147,-0.0014,-0.0003,100.0,518.67,643.34,1599.38,1422.98,14.62,21.61,552.06,2388.09,9122.3,1.3,47.92,520.75,2388.11,8197.69,8.4838,0.03,396,2388,100.0,38.61,23.0669,643.434,643.4209999999999,643.2415,643.1376666666667,-0.06999999999993634,1420.956,1419.959,1418.366,1417.031,4.120000000000118,47.886,47.827999999999996,47.792,47.769,0.0799999999999983,8.48484,8.4813,8.470725,8.469479999999999,0.0015999999999998238,395.2,395.2,394.85,394.8333333333333,1.0,Critical,19.739333333333335,7,Immediate Maintenance Required
67,71,0.0012,0.0001,100.0,518.67,642.39,1593.86,1409.97,14.62,21.61,554.52,2388.12,9046.26,1.3,47.27,521.75,2388.11,8141.98,8.3732,0.03,392,2388,100.0,38.78,23.2914,642.4159999999999,642.324,642.3655,642.3646666666666,-0.2400000000000091,1403.5099999999998,1402.655,1402.654,1402.5963333333334,7.769999999999982,47.296,47.316,47.3455,47.35333333333333,-0.13999999999999346,8.409980000000001,8.4129,8.415505,8.420903333333333,-0.01609999999999978,392.0,392.2,392.15,392.1,-1.0,Healthy,211.779936026936,70,Operating Normally
68,187,-0.0015,-0.0004,100.0,518.67,643.21,1602.07,1427.25,14.62,21.61,552.0,2388.2,9086.59,1.3,48.04,520.47,2388.22,8160.32,8.4867,0.03,396,2388,100.0,38.63,23.1989,643.588,643.471,643.363,643.2103333333333,-0.11000000000001364,1422.718,1422.581,1421.4975,1419.8186666666668,5.019999999999982,47.980000000000004,47.952999999999996,47.915,47.86866666666667,0.21999999999999886,8.50188,8.49717,8.48692,8.480886666666667,-0.03619999999999912,396.2,395.8,395.3,394.93333333333334,-1.0,Critical,10.6184126984127,4,Immediate Maintenance Required
69,54,-0.0029,-0.0003,100.0,518.67,642.31,1593.68,1403.96,14.62,21.61,553.66,2388.12,9048.62,1.3,47.37,521.84,2388.16,8128.39,8.4387,0.03,393,2388,100.0,38.95,23.1958,642.2379999999999,642.363,642.3995,642.3973333333334,-0.5300000000000864,1402.386,1402.693,1404.1465,1404.328,1.2799999999999727,47.446000000000005,47.433,47.4145,47.40233333333333,-0.03999999999999915,8.42754,8.426829999999999,8.427245,8.427186666666666,0.03440000000000154,392.2,392.6,392.55,392.6666666666667,1.0,Healthy,156.3338336858885,52,Operating Normally
70,152,0.002,-0.0001,100.0,518.67,642.71,1588.56,1406.49,14.62,21.61,553.01,2388.1,9054.84,1.3,47.67,521.65,2388.11,8133.88,8.4349,0.03,394,2388,100.0,38.85,23.2231,642.894,642.832,642.6915,642.6776666666667,-0.15999999999996817,1407.922,1408.978,1409.0414999999998,1408.6456666666668,-0.9800000000000182,47.584,47.565000000000005,47.563,47.534,0.060000000000002274,8.447819999999998,8.447550000000001,8.44994,8.44504,-0.031200000000000117,392.8,393.0,393.2,392.9,1.0,Warning,72.56483847183846,24,Schedule Maintenance Soon
71,68,0.0021,0.0003,100.0,518.67,642.52,1585.45,1400.97,14.62,21.61,553.17,2388.01,9068.53,1.3,47.35,522.42,2388.08,8146.19,8.4386,0.03,391,2388,100.0,38.93,23.3188,642.374,642.4069999999999,642.4325,642.3716666666667,0.5900000000000318,1400.66,1402.747,1401.1335,1401.3613333333333,0.9100000000000819,47.327999999999996,47.306,47.325,47.311666666666675,-0.04999999999999716,8.41724,8.419,8.41644,8.413736666666667,0.02269999999999861,392.0,392.1,392.1,392.0,-2.0,Healthy,192.24440217222232,64,Operating Normally
72,131,0.0002,-0.0004,100.0,518.67,642.9,1588.49,1410.57,14.62,21.61,553.52,2388.11,9072.03,1.3,47.69,521.47,2388.09,8149.27,8.445,0.03,394,2388,100.0,38.91,23.2905,642.6699999999998,642.6270000000001,642.6195,642.5526666666666,-0.15999999999996817,1409.154,1407.009,1407.0925,1406.2003333333334,-3.0,47.6,47.553999999999995,47.5195,47.501666666666665,0.14999999999999858,8.43378,8.43138,8.43281,8.430216666666666,0.014800000000001035,393.2,393.3,393.15,392.8333333333333,0.0,Warning,70.03438028237929,23,Schedule Maintenance Soon
73,112,0.0056,0.0002,100.0,518.67,642.27,1576.93,1398.62,14.62,21.61,554.41,2388.08,9051.39,1.3,47.25,522.02,2388.05,8136.87,8.4317,0.03,393,2388,100.0,38.95,23.3074,642.356,642.258,642.3389999999999,642.2976666666667,0.12999999999999545,1402.608,1401.66,1402.44,1401.8290000000002,-0.7100000000000364,47.355999999999995,47.343,47.3305,47.311,-0.0799999999999983,8.4208,8.412119999999998,8.41478,8.41087,0.0038999999999997925,392.6,392.3,392.3,392.2,1.0,Healthy,95.48700279349107,32,Operating Normally
74,137,0.0017,-0.0004,100.0,518.67,642.61,1595.16,1406.15,14.62,21.61,552.44,2388.1,9063.35,1.3,47.54,521.39,2388.07,8139.59,8.4362,0.03,392,2388,100.0,38.79,23.201,642.7560000000001,642.6389999999999,642.55,642.554,-0.5199999999999818,1407.89,1407.2469999999998,1407.288,1407.0946666666666,-8.240000000000009,47.513999999999996,47.496,47.502,47.49633333333334,0.13000000000000256,8.45384,8.441199999999998,8.44247,8.442443333333333,-0.012299999999999756,392.6,392.9,393.1,392.93333333333334,-1.0,Warning,82.48660122783899,27,Schedule Maintenance Soon
75,88,0.0036,0.0001,100.0,518.67,642.13,1594.47,1403.3,14.62,21.61,554.11,2388.12,9051.28,1.3,47.4,521.52,2388.1,8132.14,8.4316,0.03,392,2388,100.0,38.98,23.4919,642.1899999999999,642.278,642.4069999999999,642.4056666666668,0.37999999999999545,1404.624,1405.593,1406.3740000000003,1405.3159999999998,7.119999999999891,47.462,47.406,47.3795,47.37466666666667,-0.09000000000000341,8.42756,8.42594,8.422419999999999,8.420116666666667,0.029299999999999216,392.6,392.5,392.4,392.4,-1.0,Healthy,135.74030435309268,45,Operating Normally
76,205,0.0004,0.0002,100.0,518.67,643.14,1603.48,1420.07,14.62,21.61,551.82,2388.18,9114.99,1.3,48.04,520.19,2388.14,8182.45,8.5125,0.03,395,2388,100.0,38.46,23.0737,643.4620000000001,643.356,643.2144999999999,643.1479999999999,-0.9099999999999682,1424.952,1423.917,1421.289,1418.8166666666666,-12.220000000000027,47.994,47.941,47.8805,47.82733333333333,-0.00999999999999801,8.50778,8.50214,8.489435,8.483123333333333,-0.01529999999999987,396.0,396.0,395.3,394.93333333333334,-1.0,Critical,8.06,3,Immediate Maintenance Required
77,162,-0.0027,0.0003,100.0,518.67,642.79,1593.81,1418.62,14.62,21.61,552.24,2388.25,9045.43,1.3,47.81,520.16,2388.21,8128.16,8.4543,0.03,396,2388,100.0,38.75,23.1712,642.8619999999999,642.836,642.8995,642.8753333333333,-0.2300000000000182,1415.132,1416.149,1413.9695,1412.4209999999998,6.75,47.748000000000005,47.705,47.67700000000001,47.644000000000005,-0.09999999999999432,8.45726,8.46273,8.460345,8.45688,-0.012100000000000222,394.8,394.1,393.85,393.8,2.0,Warning,49.67960942760942,16,Schedule Maintenance Soon
78,72,-0.0034,0.0003,100.0,518.67,641.78,1580.66,1389.33,14.62,21.61,554.93,2387.99,9062.94,1.3,47.2,522.51,2387.96,8148.46,8.3793,0.03,391,2388,100.0,39.0,23.2748,642.1,642.144,642.0600000000001,642.0316666666666,-0.25,1395.2,1395.815,1396.075,1396.176,-7.130000000000109,47.104,47.154,47.1475,47.156,0.04000000000000625,8.399840000000001,8.40253,8.39528,8.392916666666666,-0.03730000000000011,390.8,391.2,391.05,391.26666666666665,-1.0,Healthy,197.02054040404042,65,Operating Normally
79,101,-0.0031,-0.0001,100.0,518.67,642.43,1590.94,1405.39,14.62,21.61,553.4,2388.15,9040.39,1.3,47.66,521.55,2388.14,8125.55,8.4516,0.03,393,2388,100.0,38.72,23.287,642.546,642.5600000000001,642.54,642.4826666666667,-0.32000000000005,1406.23,1406.44,1406.792,1406.1246666666666,-2.229999999999791,47.474000000000004,47.483,47.456,47.42066666666667,0.27999999999999403,8.440940000000001,8.435440000000002,8.43024,8.428133333333333,-0.01150000000000162,392.6,392.6,392.35,392.3,0.0,Warning,82.42226823122412,27,Schedule Maintenance Soon
80,133,-0.0029,0.0001,100.0,518.67,642.64,1591.41,1407.15,14.62,21.61,552.63,2388.11,9069.7,1.3,47.57,521.05,2388.02,8142.89,8.4671,0.03,393,2388,100.0,38.69,23.2813,642.692,642.637,642.692,642.6813333333333,0.01999999999998181,1408.376,1407.8110000000001,1407.681,1408.262,-4.169999999999845,47.516000000000005,47.518,47.5395,47.51533333333334,-0.14999999999999858,8.44526,8.44379,8.44055,8.43641,0.02710000000000079,392.8,392.7,392.65,392.6666666666667,1.0,Warning,93.53628580487847,31,Schedule Maintenance Soon
81,213,-0.0027,0.0003,100.0,518.67,643.49,1598.35,1427.83,14.62,21.61,551.53,2388.2,9075.26,1.3,48.11,519.67,2388.22,8148.37,8.4987,0.03,397,2388,100.0,38.46,23.1537,643.436,643.438,643.4159999999999,643.3430000000001,0.12999999999999545,1427.6779999999999,1424.889,1422.3480000000002,1420.6636666666666,-3.019999999999982,48.032,47.995999999999995,47.956,47.91733333333333,0.13000000000000256,8.506620000000002,8.50077,8.493345,8.486503333333333,-0.015000000000000568,396.0,395.5,395.0,394.76666666666665,1.0,Critical,8.431919191919192,3,Immediate Maintenance Required
82,162,-0.0016,0.0,100.0,518.67,643.57,1597.99,1427.69,14.62,21.61,551.15,2388.2,9058.64,1.3,48.08,520.02,2388.29,8126.2,8.5028,0.03,397,2388,100.0,38.62,23.1211,643.3779999999999,643.3129999999999,643.11,643.0076666666666,0.41000000000008185,1422.1420000000003,1419.7559999999999,1418.525,1416.5099999999998,4.019999999999982,48.08,48.006,47.897000000000006,47.845,-0.12000000000000455,8.50892,8.496939999999999,8.48708,8.47463,-0.00969999999999871,395.4,395.4,394.65,394.4,1.0,Critical,8.537744588744589,3,Immediate Maintenance Required
83,73,-0.0024,0.0002,100.0,518.67,642.81,1594.68,1406.9,14.62,21.61,553.87,2388.06,9058.7,1.3,47.2,521.67,2388.09,8141.38,8.4309,0.03,392,2388,100.0,38.74,23.3021,642.586,642.52,642.399,642.4046666666667,-0.020000000000095497,1402.4959999999999,1403.6309999999999,1403.919,1403.9020000000003,8.830000000000155,47.386,47.397000000000006,47.353500000000004,47.37033333333333,-0.269999999999996,8.41644,8.419030000000001,8.419830000000001,8.42063,0.018099999999998673,392.6,392.4,392.4,392.56666666666666,0.0,Healthy,136.36516386554624,45,Operating Normally
84,172,0.0015,0.0001,100.0,518.67,643.39,1588.7,1412.73,14.62,21.61,552.47,2388.16,9050.57,1.3,47.6,520.88,2388.22,8130.61,8.4791,0.03,395,2388,100.0,38.62,23.2039,642.7560000000001,642.808,642.816,642.8316666666666,0.7300000000000182,1411.2440000000001,1412.5430000000001,1411.2895,1411.9946666666667,5.7999999999999545,47.658,47.676,47.666,47.650999999999996,-0.07000000000000028,8.45644,8.46038,8.459975,8.456866666666667,0.017600000000001614,394.0,393.8,393.75,393.8333333333333,3.0,Warning,81.38091982091981,27,Schedule Maintenance Soon
85,34,0.0014,-0.0005,100.0,518.67,642.58,1582.94,1413.22,14.62,21.61,553.55,2388.07,9045.23,1.3,47.73,521.43,2388.09,8126.6,8.4228,0.03,393,2388,100.0,38.84,23.3107,642.742,642.643,642.6095,642.5963333333333,-0.16999999999995907,1405.8759999999997,1407.825,1407.685,1407.3223333333333,7.579999999999927,47.516000000000005,47.459,47.478500000000004,47.476,0.27999999999999403,8.4253,8.42135,8.425025,8.42759,-0.010799999999999699,392.8,393.1,393.0,393.2,0.0,Healthy,153.97295322715019,51,Operating Normally
86,110,-0.0012,0.0004,100.0,518.67,643.07,1586.29,1404.83,14.62,21.61,553.65,2388.05,9074.53,1.3,47.52,521.52,2388.13,8148.14,8.45,0.03,394,2388,100.0,38.94,23.2484,642.8979999999999,642.739,642.6885,642.6576666666666,0.07000000000005002,1406.15,1405.532,1406.476,1407.2023333333334,-5.180000000000064,47.424,47.470000000000006,47.4775,47.48133333333333,0.030000000000001137,8.44018,8.43458,8.432155,8.431066666666668,0.010799999999999699,392.6,392.6,392.8,392.7,2.0,Warning,117.96957352310292,39,Schedule Maintenance Soon
87,56,-0.0019,0.0005,100.0,518.67,642.18,1584.33,1391.48,14.62,21.61,554.39,2388.04,9056.99,1.3,47.4,522.15,2388.02,8146.94,8.4313,0.03,393,2388,100.0,38.89,23.2605,642.1479999999999,642.132,642.1850000000001,642.1463333333335,0.2399999999998954,1397.226,1397.933,1398.02,1398.6403333333333,-6.9500000000000455,47.298,47.312,47.2755,47.278,0.1599999999999966,8.418,8.41236,8.41163,8.408710000000001,0.014499999999999957,392.2,392.2,391.95,391.9,1.0,Healthy,138.9844354090992,46,Operating Normally
88,68,0.0021,0.0005,100.0,518.67,642.91,1593.67,1405.22,14.62,21.61,553.68,2388.14,9046.75,1.3,47.39,521.69,2388.18,8127.79,8.4101,0.03,394,2388,100.0,38.8,23.4181,642.926,642.743,642.7414999999999,642.732,-0.5,1408.816,1410.532,1410.948,1410.395,-4.899999999999864,47.592,47.57,47.578,47.57233333333333,-0.36999999999999744,8.44868,8.44814,8.445285,8.449976666666666,-0.05460000000000065,393.2,393.1,393.1,393.03333333333336,1.0,Healthy,125.94033549658549,42,Operating Normally
89,177,0.001,-0.0003,100.0,518.67,642.91,1588.94,1407.43,14.62,21.61,553.18,2388.08,9057.58,1.3,47.36,521.47,2388.12,8130.76,8.4575,0.03,395,2388,100.0,38.82,23.235,642.89,642.751,642.7255,642.6736666666667,0.4199999999999591,1407.884,1408.251,1408.612,1408.3673333333331,-4.399999999999864,47.45,47.482,47.505,47.515333333333324,0.00999999999999801,8.437439999999999,8.436829999999999,8.436085000000002,8.436476666666668,0.011199999999998766,393.8,393.2,392.95,392.9,1.0,Healthy,104.85042604617604,35,Operating Normally
90,146,-0.0011,0.0003,100.0,518.67,643.45,1587.78,1418.85,14.62,21.61,552.31,2388.19,9087.59,1.3,48.0,521.32,2388.09,8156.46,8.4686,0.03,393,2388,100.0,38.6,23.1409,643.164,643.062,642.9925000000001,642.9513333333333,0.15000000000009095,1419.7540000000001,1418.121,1416.6125,1415.174,-4.730000000000018,47.968,47.863,47.79,47.72266666666667,-0.060000000000002274,8.469739999999998,8.46077,8.462855000000001,8.459316666666668,0.0037000000000002586,394.6,394.7,394.5,394.43333333333334,-1.0,Critical,19.779642857142857,7,Immediate Maintenance Required
91,234,-0.0003,0.0001,100.0,518.67,643.18,1605.05,1419.74,14.62,21.61,552.22,2388.2,9052.13,1.3,48.01,520.96,2388.21,8123.71,8.5104,0.03,395,2388,100.0,38.73,23.2522,643.326,643.352,643.2905,643.2476666666666,0.06999999999993634,1417.722,1420.2310000000002,1418.7355,1418.3733333333332,-2.8299999999999272,47.962,47.922,47.893,47.88166666666667,0.0799999999999983,8.48826,8.4898,8.483865,8.480556666666667,0.02030000000000065,394.4,394.6,394.65,394.53333333333336,0.0,Critical,26.176956043956046,9,Immediate Maintenance Required
92,150,-0.001,-0.0004,100.0,518.67,644.03,1597.06,1414.07,14.62,21.61,550.88,2388.23,9049.25,1.3,47.98,520.17,2388.19,8122.89,8.4804,0.03,394,2388,100.0,38.53,23.1211,643.1780000000001,643.247,643.2405,643.249,0.9599999999999227,1420.5220000000002,1419.52,1418.3925000000002,1417.7866666666666,-9.269999999999982,48.010000000000005,47.907,47.877500000000005,47.85666666666667,0.02999999999999403,8.484440000000001,8.491609999999998,8.487055000000002,8.48248,-0.03110000000000035,395.4,395.5,395.0,394.8333333333333,-2.0,Critical,20.07571794871795,7,Immediate Maintenance Required
