engine_id,cycle,op_setting_1,op_setting_2,op_setting_3,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_16,sensor_17,sensor_18,sensor_19,sensor_20,sensor_21,RUL,sensor_2_avg5,sensor_2_avg10,sensor_2_avg20,sensor_2_avg30,sensor_4_avg5,sensor_4_avg10,sensor_4_avg20,sensor_4_avg30,sensor_11_avg5,sensor_11_avg10,sensor_11_avg20,sensor_11_avg30,sensor_15_avg5,sensor_15_avg10,sensor_15_avg20,sensor_15_avg30,sensor_17_avg5,sensor_17_avg10,sensor_17_avg20,sensor_17_avg30,sensor_2_diff,sensor_4_diff,sensor_11_diff,sensor_15_diff,sensor_17_diff,Health_Status,Health_Score,Predicted_RUL,Recommendation
46,229,0.0028,0.0001,100.0,518.67,643.35,1589.93,1428.51,14.62,21.61,551.78,2388.17,9054.46,1.3,47.67,521.53,2388.22,8135.05,8.4753,0.03,394,2388,100.0,38.59,23.215,27,643.066,643.048,643.007,642.9573333333334,1417.024,1416.9479999999999,1416.8275,1414.7856666666667,47.806,47.805,47.7795,47.739333333333335,8.47136,8.46851,8.465900000000001,8.461633333333333,395.2,394.8,394.15,394.0,0.6000000000000227,15.1400000000001,-0.0899999999999963,-0.012699999999998823,-2.0,Critical,12,32.255126033170804,Immediate Maintenance Required
47,10,0.0009,-0.0005,100.0,518.67,641.86,1587.28,1400.35,14.62,21.61,554.04,2388.02,9070.63,1.3,47.12,522.09,2388.05,8145.79,8.395,0.03,392,2388,100.0,38.97,23.3734,204,641.792,641.9390000000001,641.9390000000001,641.9390000000001,1399.492,1398.522,1398.522,1398.522,47.196,47.173,47.173,47.173,8.39108,8.3876,8.3876,8.3876,391.2,391.2,391.2,391.2,0.05000000000006821,4.2999999999999545,-0.1700000000000017,-0.020800000000001262,0.0,Healthy,75,208.23605949363184,Operating Normally
48,219,0.0028,-0.0002,100.0,518.67,643.35,1601.96,1422.96,14.62,21.61,552.45,2388.08,9183.28,1.3,47.87,520.87,2388.1,8247.86,8.4863,0.03,396,2388,100.0,38.45,23.1485,12,643.2880000000001,643.149,642.9730000000001,642.9206666666666,1417.626,1416.266,1415.4660000000001,1414.2396666666666,47.75,47.766,47.6945,47.63433333333333,8.49726,8.4839,8.47616,8.467103333333334,396.4,395.7,395.3,394.8333333333333,0.01999999999998181,7.829999999999927,0.27999999999999403,-0.026799999999999713,1.0,Critical,4,12.446666666666667,Immediate Maintenance Required
49,201,-0.0013,-0.0003,100.0,518.67,643.55,1600.32,1423.72,14.62,21.61,552.66,2388.28,9058.26,1.3,47.92,520.29,2388.21,8133.05,8.4657,0.03,396,2388,100.0,38.55,23.1569,14,643.578,643.47,643.2345,643.2226666666667,1425.9,1425.949,1422.9675000000002,1421.4773333333333,48.054,48.03,47.966,47.916666666666664,8.493739999999999,8.49478,8.49607,8.492623333333333,395.2,394.9,395.0,394.9,0.14999999999997726,-1.4400000000000546,-0.18999999999999773,-0.03059999999999974,1.0,Critical,5,14.04972222222222,Immediate Maintenance Required
50,66,-0.002,-0.0002,100.0,518.67,642.52,1584.84,1407.86,14.62,21.61,553.52,2388.05,9065.0,1.3,47.58,521.98,2388.03,8142.94,8.4272,0.03,392,2388,100.0,38.96,23.2587,132,642.35,642.4739999999999,642.397,642.3696666666667,1406.0620000000001,1405.524,1405.5520000000001,1404.863,47.424,47.376,47.406,47.38733333333333,8.42966,8.42079,8.42517,8.42371,392.6,392.8,392.7,392.56666666666666,0.2799999999999727,2.729999999999791,0.3399999999999963,-0.026500000000000412,-1.0,Warning,52,143.76773838861754,Schedule Maintenance Soon
51,10,0.0044,-0.0003,100.0,518.67,641.95,1579.59,1395.93,14.62,21.61,554.78,2387.99,9061.13,1.3,47.13,522.07,2387.98,8152.59,8.3868,0.03,392,2388,100.0,39.04,23.4171,203,642.19,642.186,642.186,642.186,1397.58,1397.843,1397.843,1397.843,47.2,47.194,47.194,47.194,8.391839999999998,8.3934,8.3934,8.3934,390.8,391.2,391.2,391.2,0.030000000000086402,4.740000000000009,-0.0899999999999963,-0.00140000000000029,-1.0,Healthy,73,203.71869901213233,Operating Normally
52,10,-0.0003,-0.0001,100.0,518.67,642.87,1591.95,1408.29,14.62,21.6,553.55,2388.11,9048.65,1.3,47.53,521.53,2388.12,8133.98,8.4214,0.03,392,2388,100.0,38.9,23.3184,203,642.808,642.755,642.755,642.755,1406.24,1407.077,1407.077,1407.077,47.464,47.451,47.451,47.451,8.42626,8.43112,8.43112,8.43112,392.8,393.0,393.0,393.0,0.01999999999998181,-7.069999999999936,-0.04999999999999716,0.0004000000000008441,0.0,Healthy,70,192.73956816192998,Operating Normally
53,139,0.0,-0.0003,100.0,518.67,642.53,1589.31,1417.68,14.62,21.61,554.2,2388.04,9083.32,1.3,47.67,521.34,2388.07,8159.45,8.4686,0.03,393,2388,100.0,38.79,23.3027,56,642.7180000000001,642.696,642.7345,642.7016666666666,1410.7600000000002,1410.981,1410.732,1409.769,47.58,47.596,47.565000000000005,47.528333333333336,8.449259999999999,8.45419,8.447775,8.441600000000001,393.0,393.0,393.3,393.06666666666666,-0.07000000000005002,7.8900000000001,0.05000000000000426,0.0389999999999997,1.0,Warning,21,58.72814376364376,Schedule Maintenance Soon
54,166,-0.0003,0.0004,100.0,518.67,642.65,1584.04,1406.89,14.62,21.61,554.04,2388.0,9078.86,1.3,47.31,521.93,2388.04,8151.75,8.4772,0.03,393,2388,100.0,38.88,23.3116,91,642.4759999999999,642.53,642.358,642.3563333333333,1405.516,1404.368,1403.895,1403.5766666666666,47.33,47.355,47.3545,47.35133333333333,8.42358,8.42629,8.419345,8.417156666666665,392.4,392.5,392.65,392.53333333333336,0.36000000000001364,4.580000000000155,-0.09999999999999432,0.07729999999999926,2.0,Warning,34,93.58116462710584,Schedule Maintenance Soon
55,46,0.0005,-0.0005,100.0,518.67,642.3,1588.39,1404.44,14.62,21.61,553.59,2388.08,9051.27,1.3,47.4,521.79,2388.12,8129.26,8.4243,0.03,392,2388,100.0,38.87,23.2873,147,642.546,642.635,642.5609999999999,642.5313333333332,1402.758,1404.449,1404.8780000000002,1405.4423333333334,47.312,47.373000000000005,47.388999999999996,47.39766666666666,8.4327,8.4319,8.432325,8.432523333333332,392.8,392.7,392.7,392.6,-0.7599999999999909,4.990000000000009,0.14999999999999858,-0.006899999999999906,-2.0,Warning,54,149.63630169133137,Schedule Maintenance Soon
56,31,0.0012,0.0003,100.0,518.67,642.62,1589.65,1411.89,14.62,21.61,552.94,2388.13,9053.23,1.3,47.77,521.76,2388.15,8134.64,8.4368,0.03,394,2388,100.0,38.73,23.2379,244,642.682,642.595,642.6195,642.6533333333333,1407.184,1408.129,1407.774,1408.0593333333334,47.554,47.548,47.5675,47.57833333333333,8.44592,8.43845,8.438790000000001,8.439076666666667,393.8,393.6,393.6,393.6333333333333,0.08000000000004093,2.4300000000000637,0.3200000000000003,-0.024100000000000676,1.0,Healthy,84,234.15666666666667,Operating Normally
57,106,-0.0017,0.0003,100.0,518.67,642.78,1592.44,1417.99,14.62,21.61,553.42,2388.19,9042.35,1.3,47.68,521.23,2388.14,8124.03,8.4841,0.03,394,2388,100.0,38.44,23.2652,31,642.792,642.853,642.7805000000001,642.7616666666667,1415.348,1412.739,1410.512,1408.8266666666666,47.672000000000004,47.650999999999996,47.608999999999995,47.57966666666666,8.46576,8.46397,8.455834999999999,8.448246666666666,394.2,393.7,393.65,393.3666666666667,-0.41000000000008185,2.9600000000000364,-0.10000000000000142,0.010400000000000631,2.0,Critical,13,36.44739804639805,Immediate Maintenance Required
58,126,0.0003,0.0001,100.0,518.67,643.11,1599.4,1419.61,14.62,21.61,553.6,2388.16,9052.17,1.3,47.68,520.85,2388.24,8133.64,8.4776,0.03,394,2388,100.0,38.77,23.1867,21,643.208,643.001,642.9304999999999,642.8536666666666,1417.1280000000002,1416.2530000000002,1414.4585,1413.3650000000002,47.79,47.793,47.718,47.66766666666667,8.47072,8.473090000000001,8.467315000000001,8.462223333333334,394.8,394.4,394.25,394.0,-0.5800000000000409,-1.7000000000000455,-0.14000000000000057,0.027700000000001168,-1.0,Critical,8,23.26370009545226,Immediate Maintenance Required
59,219,0.0027,-0.0005,100.0,518.67,643.27,1599.87,1417.33,14.62,21.61,552.05,2388.25,9071.83,1.3,47.96,519.96,2388.22,8138.8,8.5069,0.03,395,2388,100.0,38.55,23.0707,12,643.232,643.159,643.071,643.0083333333333,1418.834,1419.4,1418.5575,1417.2530000000002,47.922000000000004,47.908,47.8435,47.78933333333334,8.5048,8.4934,8.483130000000001,8.474703333333334,395.2,395.0,394.8,394.7,-0.37000000000000455,3.1499999999998636,0.03999999999999915,-0.02490000000000059,0.0,Critical,5,15.16603703703704,Immediate Maintenance Required
60,77,-0.0017,-0.0005,100.0,518.67,643.31,1590.56,1408.98,14.62,21.61,553.24,2388.13,9061.59,1.3,47.7,521.47,2388.08,8136.33,8.4462,0.03,392,2388,100.0,38.73,23.3321,95,642.716,642.6510000000001,642.6345,642.578,1406.75,1406.959,1407.3105,1406.4476666666667,47.489999999999995,47.507999999999996,47.496500000000005,47.499,8.42568,8.42928,8.435615,8.435573333333332,392.4,392.8,392.85,392.8,1.2099999999999227,3.259999999999991,0.3400000000000034,0.01589999999999847,0.0,Warning,40,111.74529030009502,Schedule Maintenance Soon
61,20,-0.0007,-0.0005,100.0,518.67,641.97,1587.01,1391.93,14.62,21.61,555.09,2388.08,9057.3,1.3,47.2,522.19,2388.0,8141.07,8.4138,0.03,390,2388,100.0,39.08,23.3209,165,642.146,642.16,642.074,642.074,1395.8020000000001,1397.077,1396.2065,1396.2065,47.088,47.120999999999995,47.15,47.15,8.39832,8.390130000000001,8.391715,8.391715,390.0,390.8,390.95,390.95,0.2300000000000182,-3.3799999999998818,0.23000000000000398,0.0259999999999998,0.0,Healthy,64,177.98549952675197,Operating Normally
62,20,0.0018,0.0004,100.0,518.67,642.91,1585.24,1414.27,14.62,21.61,553.65,2388.08,9060.28,1.3,47.63,521.21,2388.13,8133.29,8.4684,0.03,394,2388,100.0,38.81,23.1553,160,642.712,642.738,642.615,642.615,1408.284,1409.058,1409.538,1409.538,47.628,47.644,47.596500000000006,47.596500000000006,8.4429,8.449180000000002,8.4511,8.4511,392.8,392.6,393.05,393.05,0.5499999999999545,7.009999999999991,-0.10999999999999943,0.03850000000000087,1.0,Healthy,58,160.85258682944436,Operating Normally
63,156,-0.0012,-0.0001,100.0,518.67,643.52,1603.83,1423.34,14.62,21.61,552.92,2388.16,9125.95,1.3,47.84,520.52,2388.11,8195.81,8.5023,0.03,395,2388,100.0,38.51,23.2323,18,643.144,643.096,643.0175,642.9406666666666,1417.868,1418.273,1417.262,1416.0746666666666,47.774,47.783,47.7745,47.73799999999999,8.480080000000001,8.47724,8.47524,8.469826666666666,395.0,394.5,394.45,394.1666666666667,0.5,13.789999999999964,-0.0799999999999983,0.00820000000000043,-1.0,Critical,9,24.43870370370371,Immediate Maintenance Required
64,10,0.0007,0.0001,100.0,518.67,642.05,1589.08,1400.76,14.62,21.61,553.58,2388.06,9058.7,1.3,47.46,521.95,2388.1,8137.78,8.4355,0.03,394,2388,100.0,38.73,23.3419,273,642.5260000000001,642.444,642.444,642.444,1401.8,1403.887,1403.887,1403.887,47.45,47.423,47.423,47.423,8.433919999999999,8.42767,8.42767,8.42767,393.6,393.2,393.2,393.2,-0.5300000000000864,-2.589999999999918,0.020000000000003126,-0.015700000000000713,1.0,Healthy,90,248.8458790364008,Operating Normally
65,85,0.0003,0.0003,100.0,518.67,642.62,1581.87,1403.94,14.62,21.61,553.91,2388.06,9054.86,1.3,47.16,521.67,2388.04,8141.73,8.4167,0.03,391,2388,100.0,38.86,23.3541,68,642.458,642.376,642.2365,642.2696666666667,1399.976,1401.113,1401.2404999999999,1400.7703333333334,47.314,47.31699999999999,47.3015,47.278666666666666,8.415420000000001,8.40818,8.40961,8.407403333333333,392.2,392.5,392.3,392.3333333333333,0.32000000000005,2.630000000000109,-0.2600000000000051,0.031200000000000117,-1.0,Warning,27,75.87533663162235,Schedule Maintenance Soon
66,96,0.0019,0.0004,100.0,518.67,642.84,1590.28,1411.8,14.62,21.61,552.41,2388.12,9066.07,1.3,47.65,520.92,2388.15,8136.12,8.4746,0.03,393,2388,100.0,38.63,23.2604,106,642.764,642.8639999999999,642.8165,642.8066666666667,1411.6799999999998,1412.806,1412.8474999999999,1412.4773333333333,47.688,47.69799999999999,47.6775,47.662,8.45724,8.4468,8.450935,8.453496666666668,394.0,394.0,394.2,394.06666666666666,0.08000000000004093,-0.20000000000004547,0.17999999999999972,0.04980000000000118,-3.0,Warning,33,91.4271164021164,Schedule Maintenance Soon
67,47,-0.0,0.0003,100.0,518.67,642.69,1585.13,1412.07,14.62,21.61,553.57,2388.05,9057.16,1.3,47.51,522.6,2388.12,8141.4,8.4189,0.03,392,2388,100.0,38.77,23.3956,266,642.296,642.36,642.441,642.4419999999999,1405.3139999999999,1404.002,1403.5805,1403.5743333333335,47.372,47.371,47.39149999999999,47.40200000000001,8.403500000000001,8.4107,8.416625,8.418053333333335,392.2,392.1,392.35,392.3,0.4600000000000364,4.119999999999891,0.1599999999999966,0.034000000000000696,-2.0,Healthy,86,239.3669610419833,Operating Normally
68,83,0.0004,-0.0003,100.0,518.67,642.79,1594.49,1402.52,14.62,21.61,553.7,2388.06,9073.4,1.3,47.55,521.36,2388.08,8140.79,8.4291,0.03,392,2388,100.0,38.75,23.3627,116,642.5219999999999,642.6020000000001,642.6310000000001,642.5896666666667,1404.23,1406.629,1406.817,1407.2106666666666,47.455999999999996,47.504000000000005,47.5075,47.49133333333334,8.44128,8.438059999999998,8.43386,8.437293333333333,393.0,392.9,392.65,392.73333333333335,0.40999999999996817,-3.9500000000000455,0.17999999999999972,-0.011499999999999844,-2.0,Warning,39,108.63948301667199,Schedule Maintenance Soon
69,164,-0.0004,-0.0005,100.0,518.67,642.67,1591.85,1405.05,14.62,21.61,554.14,2388.09,9053.77,1.3,47.38,521.88,2388.08,8139.52,8.4282,0.03,392,2388,100.0,38.98,23.1519,198,642.468,642.5429999999999,642.4770000000001,642.4590000000001,1404.6039999999998,1403.6970000000001,1404.4895000000001,1404.9370000000001,47.428,47.428000000000004,47.436499999999995,47.42066666666666,8.4227,8.42611,8.428889999999999,8.425626666666666,392.6,392.8,392.6,392.7,-0.2900000000000773,-4.680000000000064,-0.0799999999999983,0.02940000000000076,0.0,Healthy,67,187.06020293072925,Operating Normally
70,106,-0.002,0.0003,100.0,518.67,643.26,1597.27,1409.21,14.62,21.61,553.05,2388.14,9067.86,1.3,47.7,520.82,2388.1,8147.01,8.442,0.03,392,2388,100.0,38.63,23.3283,31,643.108,643.016,643.01,642.8663333333333,1414.5320000000002,1413.3029999999999,1412.3290000000002,1411.2286666666666,47.676,47.702999999999996,47.68,47.623000000000005,8.45442,8.44833,8.447265,8.443996666666667,393.0,393.4,393.45,393.3666666666667,0.2599999999999909,-12.450000000000045,-0.04999999999999716,-0.016500000000000625,-1.0,Critical,14,37.74333333333333,Immediate Maintenance Required
71,162,0.002,-0.0003,100.0,518.67,642.53,1594.16,1413.89,14.62,21.61,553.31,2388.11,9077.59,1.3,47.7,520.81,2388.13,8158.69,8.4446,0.03,394,2388,100.0,38.74,23.2595,46,642.93,642.955,642.9010000000001,642.8473333333333,1417.3619999999999,1414.727,1413.4725,1413.5466666666666,47.762,47.713,47.687,47.63833333333333,8.4668,8.4612,8.45976,8.460176666666666,394.4,394.1,394.1,393.93333333333334,-0.04000000000007731,-4.039999999999964,-0.01999999999999602,-0.03340000000000032,0.0,Critical,16,44.29955451403182,Immediate Maintenance Required
72,10,-0.0005,-0.0005,100.0,518.67,642.27,1589.65,1398.02,14.62,21.61,553.59,2388.05,9042.12,1.3,47.4,521.61,2388.08,8132.72,8.4002,0.03,391,2388,100.0,39.03,23.2579,203,642.1880000000001,642.38,642.38,642.38,1401.764,1401.017,1401.017,1401.017,47.416000000000004,47.410000000000004,47.410000000000004,47.410000000000004,8.4032,8.41685,8.41685,8.41685,392.4,392.5,392.5,392.5,0.01999999999998181,3.3199999999999363,-0.060000000000002274,0.032399999999999096,-3.0,Healthy,70,195.31688903908673,Operating Normally
73,10,0.0007,0.0003,100.0,518.67,643.07,1586.84,1415.07,14.62,21.61,553.0,2388.19,9040.87,1.3,47.44,521.0,2388.1,8122.34,8.4523,0.03,392,2388,100.0,38.92,23.3222,203,642.708,642.79,642.79,642.79,1410.85,1410.394,1410.394,1410.394,47.55,47.543,47.543,47.543,8.44716,8.44348,8.44348,8.44348,392.8,392.7,392.7,392.7,0.18000000000006366,1.8999999999998636,-0.09000000000000341,-0.001200000000000756,0.0,Healthy,70,195.00169578671665,Operating Normally
74,101,-0.0016,-0.0004,100.0,518.67,642.26,1586.88,1404.66,14.62,21.61,552.68,2388.11,9062.51,1.3,47.38,521.63,2388.07,8142.7,8.4264,0.03,393,2388,100.0,39.02,23.4033,65,642.8599999999999,642.5899999999999,642.5125,642.4953333333334,1405.324,1405.432,1405.7745,1404.8833333333334,47.458,47.441,47.407,47.398,8.43342,8.434729999999998,8.42864,8.42568,392.4,392.4,392.35,392.1666666666667,-0.5499999999999545,3.5,-0.03999999999999915,-0.019099999999999895,1.0,Warning,25,70.17527551832698,Schedule Maintenance Soon
75,217,-0.0018,-0.0002,100.0,518.67,643.6,1596.2,1430.28,14.62,21.61,551.43,2388.27,9027.88,1.3,47.79,520.18,2388.28,8105.24,8.5033,0.03,397,2388,100.0,38.7,23.0906,12,643.318,643.342,643.379,643.3273333333333,1427.828,1425.971,1424.509,1422.9283333333333,47.976,47.998000000000005,47.9885,47.958999999999996,8.498619999999999,8.50331,8.495885,8.4878,395.8,395.8,395.55,395.46666666666664,0.5600000000000591,3.740000000000009,-0.1700000000000017,0.033500000000000085,1.0,Critical,4,11.636333333333333,Immediate Maintenance Required
76,31,0.0036,-0.0003,100.0,518.67,643.1,1595.99,1403.25,14.62,21.61,553.55,2388.11,9051.59,1.3,47.55,521.39,2388.11,8134.13,8.4742,0.03,392,2388,100.0,38.74,23.2797,179,642.82,642.76,642.7515000000001,642.7196666666666,1406.684,1408.257,1409.2145,1408.757,47.484,47.566,47.525999999999996,47.49966666666667,8.461279999999999,8.46047,8.44628,8.44528,393.2,393.4,393.2,393.1666666666667,0.5800000000000409,-9.63000000000011,0.14999999999999858,-0.0035000000000007248,0.0,Healthy,63,174.04500185049878,Operating Normally
77,16,0.0039,-0.0002,100.0,518.67,642.6,1583.71,1400.29,14.62,21.61,553.12,2388.14,9042.89,1.3,47.5,522.24,2388.07,8124.24,8.413,0.03,394,2388,100.0,38.98,23.4181,138,642.472,642.5699999999999,642.5131250000001,642.5131250000001,1404.038,1406.568,1406.6256250000001,1406.6256250000001,47.488,47.475,47.464375,47.464375,8.419319999999999,8.431239999999999,8.44164375,8.44164375,392.2,392.3,392.3125,392.3125,-0.049999999999954525,-4.190000000000055,-0.03999999999999915,-0.0018999999999991246,2.0,Warning,52,144.33655517340728,Schedule Maintenance Soon
78,219,0.0001,-0.0001,100.0,518.67,643.68,1605.06,1420.58,14.62,21.61,552.51,2388.19,9080.95,1.3,47.98,519.95,2388.28,8161.45,8.5145,0.03,396,2388,100.0,38.65,23.2159,12,643.376,643.254,643.1715,643.104,1424.066,1421.2959999999998,1419.059,1416.9840000000002,47.974000000000004,47.958999999999996,47.865500000000004,47.811666666666675,8.5055,8.49732,8.48825,8.480186666666667,395.2,395.1,394.85,394.43333333333334,0.2299999999999045,-2.8900000000001,0.00999999999999801,0.011400000000000077,0.0,Critical,4,11.987755381126812,Immediate Maintenance Required
79,83,-0.0033,0.0003,100.0,518.67,642.03,1581.53,1395.38,14.62,21.61,555.19,2388.04,9057.12,1.3,47.28,522.34,2387.98,8144.27,8.4081,0.03,391,2388,100.0,39.07,23.3026,116,642.028,641.9770000000001,642.0845,642.1383333333332,1398.43,1398.9479999999999,1399.3425,1398.6376666666665,47.236000000000004,47.253,47.227500000000006,47.199,8.404340000000001,8.40594,8.40606,8.402236666666667,391.2,391.6,391.7,391.8,0.30999999999994543,1.290000000000191,0.18999999999999773,-0.042200000000001125,-1.0,Warning,44,122.40697102039186,Schedule Maintenance Soon
80,20,-0.002,-0.0001,100.0,518.67,642.58,1588.29,1404.34,14.62,21.61,553.69,2388.14,9053.59,1.3,47.5,521.15,2388.08,8133.8,8.4597,0.03,393,2388,100.0,38.75,23.2536,165,642.382,642.6339999999999,642.6425,642.6425,1407.158,1408.807,1409.135,1409.135,47.605999999999995,47.601,47.565,47.565,8.44302,8.44177,8.43816,8.43816,393.0,392.9,393.2,393.2,-0.06999999999993634,-2.019999999999982,-0.21000000000000085,0.02829999999999977,2.0,Healthy,62,171.50888820680197,Operating Normally
81,25,0.0038,0.0003,100.0,518.67,642.61,1593.16,1404.99,14.62,21.61,553.27,2388.11,9053.71,1.3,47.36,521.9,2388.04,8139.7,8.4123,0.03,393,2388,100.0,38.85,23.2724,215,642.566,642.571,642.5115,642.5315999999999,1404.9180000000001,1404.297,1403.2730000000001,1403.6324,47.448,47.425,47.4375,47.4356,8.4225,8.42905,8.42529,8.427928000000001,392.8,392.6,392.35,392.32,0.5399999999999636,3.4200000000000728,-0.0799999999999983,-0.03780000000000072,1.0,Healthy,76,209.81875499443274,Operating Normally
82,10,0.0002,-0.0005,100.0,518.67,641.57,1580.98,1395.96,14.62,21.6,554.8,2388.0,9057.55,1.3,47.1,522.84,2387.94,8146.73,8.4018,0.03,391,2388,100.0,39.05,23.6184,204,641.9739999999999,641.984,641.984,641.984,1397.3,1397.776,1397.776,1397.776,47.108000000000004,47.161,47.161,47.161,8.38744,8.388589999999999,8.388589999999999,8.388589999999999,391.4,391.3,391.3,391.3,-0.4499999999999318,-0.7200000000000273,-0.12999999999999545,0.0343,0.0,Healthy,71,197.15381438270768,Operating Normally
83,85,-0.005,-0.0002,100.0,518.67,642.21,1580.18,1393.68,14.62,21.61,554.94,2388.02,9060.01,1.3,47.23,523.14,2388.04,8143.72,8.4168,0.03,392,2388,100.0,38.92,23.404,208,642.258,642.1360000000001,642.1105,642.1759999999999,1397.428,1399.134,1399.184,1398.9789999999998,47.187999999999995,47.163,47.1585,47.15,8.417959999999999,8.41215,8.406369999999999,8.40243,391.4,391.4,391.6,391.43333333333334,-0.4199999999999591,-4.980000000000018,0.1599999999999966,-0.016299999999999315,2.0,Healthy,73,202.72268055555554,Operating Normally
84,85,0.0019,-0.0003,100.0,518.67,642.82,1591.63,1407.63,14.62,21.61,553.34,2388.14,9043.64,1.3,47.64,520.7,2388.09,8128.46,8.4515,0.03,394,2388,100.0,38.79,23.1888,182,642.6379999999999,642.667,642.7535,642.783,1408.806,1411.359,1409.4375,1409.5906666666667,47.606,47.553999999999995,47.576499999999996,47.56666666666667,8.457519999999999,8.45032,8.451035000000001,8.448953333333334,393.8,393.8,393.75,393.6333333333333,0.12000000000000455,-1.4899999999997817,-0.10999999999999943,0.024199999999998667,1.0,Healthy,63,173.41407843137256,Operating Normally
85,184,-0.0004,-0.0,100.0,518.67,643.02,1604.28,1422.37,14.62,21.61,551.05,2388.27,9053.56,1.3,48.14,519.52,2388.24,8135.45,8.5141,0.03,396,2388,100.0,38.51,23.0506,4,643.374,643.384,643.3615,643.2493333333333,1425.594,1424.696,1422.2859999999998,1420.4286666666667,48.04600000000001,48.03,47.9825,47.93066666666667,8.50918,8.509089999999999,8.49513,8.487496666666667,395.8,396.0,395.2,395.1,-0.5099999999999909,-11.13000000000011,0.030000000000001137,0.0129999999999999,0.0,Critical,2,6.852762419150337,Immediate Maintenance Required
86,31,0.0011,0.0005,100.0,518.67,642.71,1593.2,1405.33,14.62,21.61,553.02,2388.11,9057.8,1.3,47.4,521.94,2388.06,8140.02,8.4428,0.03,392,2388,100.0,38.84,23.3273,247,642.4680000000001,642.511,642.5625,642.5806666666666,1407.78,1405.3790000000001,1404.4464999999998,1404.4613333333334,47.396,47.437,47.4195,47.42933333333334,8.437360000000002,8.436350000000001,8.428664999999999,8.428303333333334,392.2,392.6,392.45,392.43333333333334,0.5199999999999818,3.4099999999998545,0.14999999999999858,-0.022999999999999687,-1.0,Healthy,79,218.21721928171957,Operating Normally
87,20,0.0019,-0.0003,100.0,518.67,642.21,1588.65,1405.7,14.62,21.61,553.68,2388.07,9061.18,1.3,47.66,521.6,2388.03,8142.17,8.4972,0.03,393,2388,100.0,38.78,23.2224,158,642.516,642.492,642.4689999999999,642.4689999999999,1405.0639999999999,1405.4969999999998,1404.258,1404.258,47.495999999999995,47.458,47.421,47.421,8.4499,8.445240000000002,8.43642,8.43642,393.2,393.1,392.85,392.85,-0.6299999999999955,-4.819999999999936,0.12999999999999545,0.05480000000000018,0.0,Healthy,62,172.63607757107172,Operating Normally
88,10,-0.0011,-0.0001,100.0,518.67,642.38,1586.48,1409.88,14.62,21.61,554.23,2388.06,9063.6,1.3,47.32,522.22,2388.01,8147.11,8.4022,0.03,392,2388,100.0,38.86,23.2767,203,641.984,642.0809999999999,642.0809999999999,642.0809999999999,1401.678,1402.271,1402.271,1402.271,47.284,47.307,47.307,47.307,8.4035,8.40676,8.40676,8.40676,392.6,392.7,392.7,392.7,0.7699999999999818,7.0900000000001455,0.0,-0.0237999999999996,-1.0,Healthy,73,202.56411384668903,Operating Normally
89,206,0.0004,-0.0003,100.0,518.67,643.32,1597.98,1421.76,14.62,21.61,552.3,2388.2,9084.69,1.3,48.2,519.95,2388.21,8147.44,8.5319,0.03,397,2388,100.0,38.52,23.0154,11,643.6020000000001,643.434,643.3059999999999,643.2193333333333,1423.412,1423.3790000000001,1420.2814999999998,1418.044333333333,48.065999999999995,48.015,47.902499999999996,47.861,8.512519999999999,8.50822,8.491455,8.480986666666668,396.0,395.5,394.9,394.56666666666666,0.2400000000000091,0.8699999999998909,0.10999999999999943,0.05799999999999983,1.0,Critical,3,9.476046511627906,Immediate Maintenance Required
90,16,-0.0058,-0.0002,100.0,518.67,642.35,1582.18,1403.28,14.62,21.61,554.19,2388.04,9041.77,1.3,47.09,522.5,2388.03,8140.01,8.4098,0.03,391,2388,100.0,39.18,23.3494,138,642.304,642.3309999999999,642.2675,642.2675,1400.8080000000002,1399.2810000000002,1399.138125,1399.138125,47.206,47.220000000000006,47.200625,47.200625,8.39058,8.39475,8.40275,8.40275,391.6,391.6,391.5625,391.5625,0.22000000000002728,10.539999999999964,-0.02999999999999403,0.018700000000000827,-1.0,Warning,53,146.55223222505472,Schedule Maintenance Soon
91,99,0.001,-0.0004,100.0,518.67,643.27,1593.78,1419.08,14.62,21.61,552.11,2388.19,9061.19,1.3,47.9,520.6,2388.21,8126.39,8.4945,0.03,394,2388,100.0,38.71,23.1203,36,643.216,643.037,642.9885,643.019,1418.152,1418.218,1417.202,1416.498,47.78,47.746,47.769,47.742333333333335,8.48796,8.47814,8.47682,8.469193333333333,394.4,394.1,394.3,394.23333333333335,-0.009999999999990905,1.449999999999818,0.1599999999999966,-0.005300000000000082,-1.0,Critical,13,36.48683237133237,Immediate Maintenance Required
92,323,0.0024,0.0001,100.0,518.67,643.07,1605.0,1426.18,14.62,21.61,552.27,2388.23,9123.43,1.3,47.93,520.62,2388.19,8191.07,8.4639,0.03,395,2388,100.0,38.4,23.1423,18,643.3539999999999,643.286,643.1765,643.178,1424.1240000000003,1422.934,1421.721,1420.301,48.019999999999996,48.024,47.9495,47.90233333333333,8.49818,8.49208,8.496970000000001,8.488403333333334,396.0,395.6,395.55,395.1,-0.029999999999972715,4.2999999999999545,-0.00999999999999801,-0.050499999999999545,-1.0,Critical,6,17.93,Immediate Maintenance Required
